question_id,question,overlap_count,overlap_rate,total_unique_chunks,multi_chunk_count,trans_chunk_count,multi_only_count,trans_only_count,overlapping_chunks,multi_only_chunks,trans_only_chunks,multi_sources,trans_sources,multi_scores,trans_scores,multi_avg_relevance,trans_avg_relevance,overlapping_avg_relevance,multi_only_avg_relevance,trans_only_avg_relevance,multi_best_chunk_relevance,trans_best_chunk_relevance
14,धूम्रपान करने वालों के लिए हृदय रोग के जोखिम को कम करने के लिए क्या अनुशंसित कार्रवाई है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,धूम्रपान छोड़ने का हृदय रोग के जोखिम पर क्या प्रभाव पड़ता है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,हृदय रोग के जोखिम को कम करने के लिए महिलाओं के लिए शराब सेवन के दिशा-निर्देश क्या हैं?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,मेपिवाकेन हाइड्रोक्लोराइड का उपयोग किस लिए किया जाता है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,मेपेरिडाइन हाइड्रोक्लोराइड का संरचनात्मक सूत्र क्या है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,स्थानीय एनेस्थेटिक्स की क्रिया में प्लाज्मा प्रोटीन की क्या भूमिका होती है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,कौन सी मेपिवाकेन हाइड्रोक्लोराइड की सांद्रता पूर्ण संवेदी और मोटर ब्लॉक प्रदान करती है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,मेपिवाकेन द्वारा प्रदान की गई एनेस्थीसिया आमतौर पर सर्जरी के लिए कितनी देर तक पर्याप्त होती है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,मेपेरिडाइन हाइड्रोक्लोराइड इंजेक्शन का पीएच रेंज क्या है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,मेपेरिडाइन हाइड्रोक्लोराइड इंजेक्शन के प्रशासन के रूप क्या हैं?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,मेपेरिडाइन हाइड्रोक्लोराइड का गलनांक क्या है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,मेपेरिडाइन हाइड्रोक्लोराइड की रासायनिक संरचना क्या है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,मपेरीडाइन हाइड्रोक्लोराइड का नारकोटिक एनाल्जेसिक के रूप में क्या भूमिका है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,मेपेरिडाइन हाइड्रोक्लोराइड इंजेक्शन के लिए उपलब्ध सांद्रता क्या हैं?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,स्थानीय एनेस्थेटिक्स में प्लाज्मा सांद्रता और दवा बाइंडिंग के बीच क्या संबंध है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,ज़ोलेड्रोनिक एसिड इंजेक्शन के संभावित गुर्दे संबंधी दुष्प्रभाव क्या हैं?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,ज़ोलेड्रोनिक एसिड इंजेक्शन के पोस्ट-अप्रूवल उपयोग के दौरान रिपोर्ट की गई प्रतिकूल प्रतिक्रियाएं क्या हैं?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,什么是胰岛素抵抗，它如何影响葡萄糖进入细胞？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,家族史如何影响心脏病的风险？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,吸烟对血压和心脏病风险有何影响？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,可以改变的心脏病风险因素有哪些？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,不同族群之间心脏病发病率有什么差异？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,酒精摄入对心脏病风险有什么影响？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,额外的卡路里对心脏病风险有什么影响？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,压力与心脏病有什么关系？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,哪个族群的心脏病发病率比其他族群低？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,家族成员心脏病诊断的年龄阈值是多少会增加风险？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,饮酒超过推荐量对心脏病风险有什么影响？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,男性和女性减少心脏病风险的饮酒指南是什么？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,管理压力如何影响心脏病风险？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,吸烟者降低心脏病风险的建议措施是什么？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,戒烟对心脏病风险有什么影响？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,女性饮酒以降低心脏病风险的指南是什么？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,盐酸甲哌卡因用于什么？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,哌替啶盐酸盐的结构式是什么？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,血浆蛋白在局部麻醉药作用中的角色是什么？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,什么浓度的盐酸甲哌卡因可以提供完全的感觉和运动阻滞？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,盐酸甲哌卡因提供的麻醉通常能维持手术多长时间？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,哌替啶盐酸盐注射液的pH范围是多少？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,哌替啶盐酸盐注射液有哪些给药形式？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,哌替啶盐酸盐的熔点是多少？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,盐酸哌替啶的化学成分是什么？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,盐酸哌替啶作为麻醉性镇痛药的作用是什么？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,盐酸哌替啶注射液有哪些浓度可用？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,血浆浓度与局部麻醉药物结合之间的关系是什么？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,唑来膦酸注射液的潜在肾脏副作用有哪些？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,在唑来膦酸注射液的上市后使用中报告了哪些不良反应？,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
