question_id,question,overlap_count,overlap_rate,total_unique_chunks,multi_chunk_count,trans_chunk_count,multi_only_count,trans_only_count,overlapping_chunks,multi_only_chunks,trans_only_chunks,multi_sources,trans_sources,multi_scores,trans_scores,multi_avg_relevance,trans_avg_relevance,overlapping_avg_relevance,multi_only_avg_relevance,trans_only_avg_relevance,multi_best_chunk_relevance,trans_best_chunk_relevance
14,धूम्रपान करने वालों के लिए हृदय रोग के जोखिम को कम करने के लिए क्या अनुशंसित कार्रवाई है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,धूम्रपान छोड़ने का हृदय रोग के जोखिम पर क्या प्रभाव पड़ता है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,हृदय रोग के जोखिम को कम करने के लिए महिलाओं के लिए शराब सेवन के दिशा-निर्देश क्या हैं?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,मेपिवाकेन हाइड्रोक्लोराइड का उपयोग किस लिए किया जाता है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,मेपेरिडाइन हाइड्रोक्लोराइड का संरचनात्मक सूत्र क्या है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,स्थानीय एनेस्थेटिक्स की क्रिया में प्लाज्मा प्रोटीन की क्या भूमिका होती है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,कौन सी मेपिवाकेन हाइड्रोक्लोराइड की सांद्रता पूर्ण संवेदी और मोटर ब्लॉक प्रदान करती है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,मेपिवाकेन द्वारा प्रदान की गई एनेस्थीसिया आमतौर पर सर्जरी के लिए कितनी देर तक पर्याप्त होती है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,मेपेरिडाइन हाइड्रोक्लोराइड इंजेक्शन का पीएच रेंज क्या है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,मेपेरिडाइन हाइड्रोक्लोराइड इंजेक्शन के प्रशासन के रूप क्या हैं?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,मेपेरिडाइन हाइड्रोक्लोराइड का गलनांक क्या है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,मेपेरिडाइन हाइड्रोक्लोराइड की रासायनिक संरचना क्या है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,मपेरीडाइन हाइड्रोक्लोराइड का नारकोटिक एनाल्जेसिक के रूप में क्या भूमिका है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,मेपेरिडाइन हाइड्रोक्लोराइड इंजेक्शन के लिए उपलब्ध सांद्रता क्या हैं?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,स्थानीय एनेस्थेटिक्स में प्लाज्मा सांद्रता और दवा बाइंडिंग के बीच क्या संबंध है?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,ज़ोलेड्रोनिक एसिड इंजेक्शन के संभावित गुर्दे संबंधी दुष्प्रभाव क्या हैं?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,ज़ोलेड्रोनिक एसिड इंजेक्शन के पोस्ट-अप्रूवल उपयोग के दौरान रिपोर्ट की गई प्रतिकूल प्रतिक्रियाएं क्या हैं?,0,0.0,0,0,0,0,0,[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0
